,Date active,Building address,Unit,Rent,Payment Standard (PS),Ratio,# Beds,# Baths,Months Free,Owner Paid,Rent Stabilized,Postal Code,Building Price Range,Borough,Neighborhood,Parent Neighborhood,Neighborhood3,Property Manager,Number of Floors,Number of Units,Year Built,Active,Amenities,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Probability,URL
1438,3/27/2024,45 Hoyt Street,10G,4368,2696,1.6,1,1.0,,,,11201,$$$,Brooklyn,Downtown Brooklyn,,,Rose Associates,26.0,368,2018.0,Yes,Courtyard,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Roof Deck,,,,,,0.901911825,
1439,3/27/2024,245 East 124th Street,09E,3165,2696,1.2,1,1.0,2.0,,,10035,$,Manhattan,East Harlem,Upper Manhattan,Upper Manhattan,Rose Associates,11.0,185,2009.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,,0.983319488,
1440,3/27/2024,245 East 124th Street,12P,3225,2696,1.2,1,1.0,2.0,,,10035,$,Manhattan,East Harlem,Upper Manhattan,Upper Manhattan,Rose Associates,11.0,185,2009.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,,0.982538508,
1441,3/27/2024,240 East 86th Street,016D,5192,2696,1.9,1,1.0,,,,10028,$$$$,Manhattan,Yorkville,Upper East Side,,Rose Associates,25.0,246,1997.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,,0.651048543,
1442,1/10/2024,210 West 70th Street,1004,4850,2696,1.8,1,1.0,1.0,,,10023,$$$,Manhattan,Lincoln Square,Upper West Side,,Stonehenge Management,15.0,185,1924.0,Yes,Deposit Free,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,,,0.789557082,
1443,1/10/2024,210 West 70th Street,1505,5250,2696,1.9,1,1.0,1.0,,,10023,$$$,Manhattan,Lincoln Square,Upper West Side,,Stonehenge Management,15.0,185,1924.0,Yes,Deposit Free,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,,,0.677714704,
1444,1/2/2024,188 Ludlow Street,24E,5900,2696,2.2,1,1.0,,,,10002,$$$$,Manhattan,Lower East Side,Lower Manhattan,Lower Manhattan,Edison Properties,23.0,243,2008.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,,,,,,,,0.312103831,
1445,1/2/2024,188 Ludlow Street,24B,5360,2696,2.0,1,1.0,,,,10002,$$$$,Manhattan,Lower East Side,Lower Manhattan,Lower Manhattan,Edison Properties,23.0,243,2008.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,,,,,,,,0.54138313,
1446,1/2/2024,188 Ludlow Street,23G,5100,2696,1.9,1,1.0,,,,10002,$$$$,Manhattan,Lower East Side,Lower Manhattan,Lower Manhattan,Edison Properties,23.0,243,2008.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,,,,,,,,0.653907656,
1447,3/21/2024,95 Worth Street,1 Bed,4295,2696,1.6,1,1.0,,,,10013,$$$,Manhattan,Tribeca,Lower Manhattan,Lower Manhattan,Manhattan Skyline,16.0,147,2000.0,Yes,Deposit Free,Doorman,Elevator(2),Gym,Laundry in Building,Management Company,,Parking / Garage,Roof Deck,,,,,,0.893354385,
1448,3/31/2024,282 Eleventh Avenue,001-603,4932,2696,1.8,1,1.0,,,,10001,$$$,Manhattan,Chelsea,Midtown,Midtown,Avalon Communities,32.0,317,2014.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.725400206,
1449,3/31/2024,282 Eleventh Avenue,001-906,5315,2696,2.0,1,1.0,,,,10001,$$$,Manhattan,Chelsea,Midtown,Midtown,Avalon Communities,32.0,317,2014.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.534197598,
1450,3/31/2024,282 Eleventh Avenue,001-2407,5405,2696,2.0,1,1.0,,,,10001,$$$,Manhattan,Chelsea,Midtown,Midtown,Avalon Communities,32.0,317,2014.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.516787975,
1451,3/31/2024,282 Eleventh Avenue,001-408,5675,2696,2.1,1,1.0,,,,10001,$$$,Manhattan,Chelsea,Midtown,Midtown,Avalon Communities,32.0,317,2014.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.398689176,
1452,3/31/2024,282 Eleventh Avenue,001-411,5760,2696,2.1,1,1.0,,,,10001,$$$,Manhattan,Chelsea,Midtown,Midtown,Avalon Communities,32.0,317,2014.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.382989675,
1453,4/24/2024,10 Waterside Plaza,1H-1-10 - 15G,4585,2696,1.7,1,1.0,,,,10010,$$,Manhattan,Kips Bay,,Midtown,Brookfield Properties,37.0,380,1974.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Swimming Pool,,,,,,0.835503761,
1454,4/24/2024,435 WEST 31ST STREET,54K,6190,2696,2.3,1,1.0,,,,10001,$$$$,Manhattan,Chelsea,Midtown,Midtown,Brookfield Properties,62.0,844,2017.0,Yes,Doorman,Elevator(8),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,,0.206238873,
1455,4/24/2024,435 WEST 31ST STREET,33M,6230,2696,2.3,1,1.0,,,,10001,$$$$,Manhattan,Chelsea,Midtown,Midtown,Brookfield Properties,62.0,844,2017.0,Yes,Doorman,Elevator(8),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,,0.201204723,
1456,4/24/2024,10 Waterside Plaza,0.1,4460,2696,1.7,1,1.0,,,,10010,$$,Manhattan,Kips Bay,,Midtown,Brookfield Properties,37.0,380,1974.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Swimming Pool,,,,,,0.848402899,
1457,4/24/2024,10 Waterside Plaza,1H-1-20 - 36G,4845,2696,1.8,1,1.0,,,,10010,$$,Manhattan,Kips Bay,,Midtown,Brookfield Properties,37.0,380,1974.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Swimming Pool,,,,,,0.760386326,
1458,4/24/2024,10 Waterside Plaza,1E-2 - 40 - 20B,4670,2696,1.7,1,1.0,,,,10010,$$,Manhattan,Kips Bay,,Midtown,Brookfield Properties,37.0,380,1974.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Swimming Pool,,,,,,0.826238426,
1459,4/24/2024,10 Waterside Plaza,1E-2 - 40 - 23B,4700,2696,1.7,1,1.0,,,,10010,$$,Manhattan,Kips Bay,,Midtown,Brookfield Properties,37.0,380,1974.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Swimming Pool,,,,,,0.822871352,
1460,4/24/2024,10 Waterside Plaza,1E-2 - 40 - 26B,4730,2696,1.8,1,1.0,,,,10010,$$,Manhattan,Kips Bay,,Midtown,Brookfield Properties,37.0,380,1974.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Swimming Pool,,,,,,0.776263371,
1461,4/24/2024,10 Waterside Plaza,1D-2,4675,2696,1.7,1,1.0,,,,10010,$$,Manhattan,Kips Bay,,Midtown,Brookfield Properties,37.0,380,1974.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Swimming Pool,,,,,,0.825680778,
1462,3/8/2024,450 West 42nd Street,1,5100,2696,1.9,1,1.0,,,,10036,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Related Rentals,63.0,6,2012.0,Yes,Courtyard,Doorman,Elevator(6),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,,,0.643365554,
1463,3/8/2024,450 West 42nd Street,1,5325,2696,2.0,1,1.0,,,,10036,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Related Rentals,63.0,6,2012.0,Yes,Courtyard,Doorman,Elevator(6),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,,,0.536636304,
1464,3/8/2024,450 West 42nd Street,1,5567,2696,2.1,1,1.0,,,,10036,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Related Rentals,63.0,6,2012.0,Yes,Courtyard,Doorman,Elevator(6),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,,,0.423218554,
1465,3/8/2024,450 West 42nd Street,1,5600,2696,2.1,1,1.0,,,,10036,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Related Rentals,63.0,6,2012.0,Yes,Courtyard,Doorman,Elevator(6),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,,,0.416981276,
1466,3/8/2024,450 West 42nd Street,1,5620,2696,2.1,1,1.0,,,,10036,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Related Rentals,63.0,6,2012.0,Yes,Courtyard,Doorman,Elevator(6),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,,,0.413213865,
1467,3/8/2024,450 West 42nd Street,1,5895,2696,2.2,1,1.0,,,,10036,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Related Rentals,63.0,6,2012.0,Yes,Courtyard,Doorman,Elevator(6),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,,,0.303078394,
1468,3/8/2024,450 West 42nd Street,1.5,6035,2696,2.2,1,2.0,,,,10036,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Related Rentals,63.0,6,2012.0,Yes,Courtyard,Doorman,Elevator(6),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,,,0.049876711,
1469,1/10/2024,42-20 24th Street,21A,4396,2696,1.6,1,1.0,1.0,,,11101,$$,Queens,Long Island City,,,Stonehenge Management,44.0,391,2017.0,Yes,Courtyard,Deposit Free,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,0.886011624,
1470,5/9/2024,416 EAST 74TH STREET,3D,2975,2696,1.1,1,1.0,,,,10021,$,Manhattan,Lenox Hill,Upper East Side,,City & Suburban Leasing,7.0,27,1910.0,Yes,Elevator(1),Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,,,,,0.988933794,
1471,5/9/2024,523 EAST 78TH STREET,6B,2978,2696,1.1,1,1.0,,,Y,10075,$,Manhattan,Upper East Side,Upper East Side,,City & Suburban Leasing,6.0,50,1911.0,Yes,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Walk up,,,,,,,,0.988908293,
1472,5/9/2024,10 JONES STREET,4E,5795,2696,2.1,1,1.0,,,,10014,$$$,Manhattan,West Village,Greenwich Village,Lower Manhattan,Abington Properties,8.0,59,1920.0,Yes,Elevator(1),Laundry in Building,Management Company,,,,,,,,,,,,0.405779233,
1473,5/9/2024,121 READE Street,7H,4595,2696,1.7,1,1.0,,,,10013,$$$,Manhattan,Tribeca,Lower Manhattan,Lower Manhattan,Abington Properties,12.0,121,1997.0,Yes,Elevator(2),Laundry in Building,Live in super,Management Company,,Parking / Garage,,,,,,,,,0.835358321,
1474,5/9/2024,121 READE Street,3G,4695,2696,1.7,1,1.0,,,,10013,$$$,Manhattan,Tribeca,Lower Manhattan,Lower Manhattan,Abington Properties,12.0,121,1997.0,Yes,Elevator(2),Laundry in Building,Live in super,Management Company,,Parking / Garage,,,,,,,,,0.824408166,
1475,1/10/2024,42-20 24th Street,33A,4417,2696,1.6,1,1.0,,,,11101,$$,Queens,Long Island City,,,Stonehenge Management,44.0,391,2017.0,Yes,Courtyard,Deposit Free,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,0.884355734,
1476,1/10/2024,42-20 24th Street,35K,4505,2696,1.7,1,1.0,1.0,,,11101,$$,Queens,Long Island City,,,Stonehenge Management,44.0,391,2017.0,Yes,Courtyard,Deposit Free,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,0.845200031,
1477,10/20/2023,203 West 107th Street,1D,3000,2696,1.1,1,1.0,,,,10025,$$,Manhattan,Manhattan Valley,Upper West Side,,TriHill Management,9.0,30,1910.0,Yes,,,,,,,,,,,,,,,0.988719499,
1478,3/31/2024,214 Duffield Street,001-49P,3911,2696,1.5,1,1.0,,,,11201,$$,Brooklyn,Downtown Brooklyn,,,Avalon Communities,57.0,823,2016.0,Yes,Available Furnished,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,0.944895463,
1479,3/31/2024,214 Duffield Street,001-50P,3921,2696,1.5,1,1.0,,,,11201,$$,Brooklyn,Downtown Brooklyn,,,Avalon Communities,57.0,823,2016.0,Yes,Available Furnished,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,0.944490092,
1480,3/31/2024,214 Duffield Street,001-37X,4188,2696,1.6,1,1.0,,,,11201,$$,Brooklyn,Downtown Brooklyn,,,Avalon Communities,57.0,823,2016.0,Yes,Available Furnished,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,0.913592032,
1481,1/10/2024,42-20 24th Street,4E,4779,2696,1.8,1,1.0,1.0,,,11101,$$,Queens,Long Island City,,,Stonehenge Management,44.0,391,2017.0,Yes,Courtyard,Deposit Free,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,0.771399262,
1482,1/10/2024,42-20 24th Street,34E,4788,2696,1.8,1,1.0,1.0,,,11101,$$,Queens,Long Island City,,,Stonehenge Management,44.0,391,2017.0,Yes,Courtyard,Deposit Free,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,0.770165581,
1483,1/10/2024,340 East 51st Street,2F,4625,2696,1.7,1,1.0,1.0,,,10022,$$$,Manhattan,Midtown East,Midtown,Midtown,Stonehenge Management,14.0,115,1965.0,Yes,Deposit Free,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,,0.832132063,
1484,1/10/2024,340 East 51st Street,3H,4775,2696,1.8,1,1.0,1.0,,,10022,$$$,Manhattan,Midtown East,Midtown,Midtown,Stonehenge Management,14.0,115,1965.0,Yes,Deposit Free,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,,0.771325242,
1485,1/10/2024,354 East 91st Street,1507,4695,2696,1.7,1,1.0,1.0,,,10128,$$$,Manhattan,Yorkville,Upper East Side,,Stonehenge Management,22.0,163,2002.0,Yes,Courtyard,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,,0.824408166,
1486,1/10/2024,354 East 91st Street,2106,4790,2696,1.8,1,1.0,1.0,,,10128,$$$,Manhattan,Yorkville,Upper East Side,,Stonehenge Management,22.0,163,2002.0,Yes,Courtyard,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,,0.769266047,
1487,1/10/2024,780 Greenwich Street,1K,5895,2696,2.2,1,1.0,1.0,,,10014,$$$$,Manhattan,West Village,Greenwich Village,Lower Manhattan,Stonehenge Management,6.0,88,1950.0,Yes,Doorman,Elevator(1),Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,,,,0.325709978,
1488,1/10/2024,780 Greenwich Street,2M,7795,2696,2.9,1,1.0,1.0,,,10014,$$$$,Manhattan,West Village,Greenwich Village,Lower Manhattan,Stonehenge Management,6.0,88,1950.0,Yes,Doorman,Elevator(1),Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,,,,0.016591066,
1489,1/10/2024,408 East 92nd Street,19B,4285,2696,1.6,1,1.0,1.0,,,10128,$$$,Manhattan,Yorkville,Upper East Side,,Stonehenge Management,32.0,196,2004.0,Yes,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.89409131,
1490,1/10/2024,408 East 92nd Street,22A,4295,2696,1.6,1,1.0,1.0,,,10128,$$$,Manhattan,Yorkville,Upper East Side,,Stonehenge Management,32.0,196,2004.0,Yes,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.893354385,
1491,1/10/2024,408 East 92nd Street,25B,4315,2696,1.6,1,1.0,1.0,,,10128,$$$,Manhattan,Yorkville,Upper East Side,,Stonehenge Management,32.0,196,2004.0,Yes,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.891866982,
1492,3/31/2024,214 Duffield Street,001-31A,4213,2696,1.6,1,1.0,,,,11201,$$,Brooklyn,Downtown Brooklyn,,,Avalon Communities,57.0,823,2016.0,Yes,Available Furnished,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,0.912048512,
1493,3/31/2024,214 Duffield Street,001-39A,4269,2696,1.6,1,1.0,,,,11201,$$,Brooklyn,Downtown Brooklyn,,,Avalon Communities,57.0,823,2016.0,Yes,Available Furnished,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,0.908500322,
1494,3/31/2024,214 Duffield Street,001-53X,4314,2696,1.6,1,1.0,,,,11201,$$,Brooklyn,Downtown Brooklyn,,,Avalon Communities,57.0,823,2016.0,Yes,Available Furnished,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,0.905556357,
1495,3/31/2024,214 Duffield Street,001-40K,4780,2696,1.8,1,1.0,,,,11201,$$,Brooklyn,Downtown Brooklyn,,,Avalon Communities,57.0,823,2016.0,Yes,Available Furnished,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,0.796043258,
1496,1/10/2024,408 East 92nd Street,14C,4325,2696,1.6,1,1.0,1.0,,,10128,$$$,Manhattan,Yorkville,Upper East Side,,Stonehenge Management,32.0,196,2004.0,Yes,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.891116465,
1497,3/31/2024,214 Duffield Street,001-38J,4794,2696,1.8,1,1.0,,,,11201,$$,Brooklyn,Downtown Brooklyn,,,Avalon Communities,57.0,823,2016.0,Yes,Available Furnished,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,0.794274049,
1498,1/26/2024,180 Water Street,608,4149,2696,1.5,1,1.0,1.0,,,10038,$$$,Manhattan,Financial District,Lower Manhattan,Lower Manhattan,Metro Loft Management,29.0,574,2017.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Roof Deck,Swimming Pool,,,,,,0.924657065,
1499,1/26/2024,180 Water Street,1916,4698,2696,1.7,1,1.0,1.0,,,10038,$$$,Manhattan,Financial District,Lower Manhattan,Lower Manhattan,Metro Loft Management,29.0,574,2017.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Roof Deck,Swimming Pool,,,,,,0.824070973,
1500,3/8/2024,480 Main Street,1,4150,2696,1.5,1,1.0,,,,10044,$$,Manhattan,Roosevelt Island,,,Related Rentals,22.0,266,2015.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,,0.951032067,
1501,3/8/2024,500 West 56th Street,1,4700,2696,1.7,1,1.0,,,,10019,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Related Rentals,26.0,371,2002.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.746034451,
1502,3/8/2024,500 West 56th Street,1,4725,2696,1.8,1,1.0,,,,10019,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Related Rentals,26.0,371,2002.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.687734941,
1503,3/8/2024,500 West 56th Street,1,4975,2696,1.8,1,1.0,,,,10019,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Related Rentals,26.0,371,2002.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.644645999,
1504,3/8/2024,500 West 56th Street,1,5232,2696,1.9,1,1.0,,,,10019,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Related Rentals,26.0,371,2002.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.531848314,
1505,3/8/2024,500 West 56th Street,1,5900,2696,2.2,1,1.0,,,,10019,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Related Rentals,26.0,371,2002.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.23208357,
1506,3/8/2024,500 West 56th Street,1,6295,2696,2.3,1,2.0,,,,10019,$$$,Manhattan,Hell's Kitchen,Midtown,Midtown,Related Rentals,26.0,371,2002.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,,,0.022370039,
1507,3/8/2024,535 West 23rd Street,1,5895,2696,2.2,1,1.0,,,,10011,$$$$,Manhattan,Chelsea,Midtown,Midtown,Related Rentals,14.0,313,2001.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,,0.285249831,
1508,4/24/2024,10 Waterside Plaza,1G-1 - 10 - 30K,4815,2696,1.8,1,1.0,,,,10010,$$,Manhattan,Kips Bay,,Midtown,Brookfield Properties,37.0,380,1974.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Swimming Pool,,,,,,0.764601401,
1509,3/8/2024,535 West 23rd Street,1,6095,2696,2.3,1,1.0,,,,10011,$$$$,Manhattan,Chelsea,Midtown,Midtown,Related Rentals,14.0,313,2001.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,,0.207121455,
1510,3/8/2024,535 West 23rd Street,1,6150,2696,2.3,1,1.5,,,,10011,$$$$,Manhattan,Chelsea,Midtown,Midtown,Related Rentals,14.0,313,2001.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,,0.08409967,
1511,4/24/2024,10 Waterside Plaza,1G-1 -20 - 31K,4825,2696,1.8,1,1.0,,,,10010,$$,Manhattan,Kips Bay,,Midtown,Brookfield Properties,37.0,380,1974.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Swimming Pool,,,,,,0.7632021,
1512,4/24/2024,10 Waterside Plaza,1G-1 -20 - 35K,4865,2696,1.8,1,1.0,,,,10010,$$,Manhattan,Kips Bay,,Midtown,Brookfield Properties,37.0,380,1974.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Swimming Pool,,,,,,0.757547707,
1513,3/8/2024,535 West 23rd Street,1,6550,2696,2.4,1,1.0,,,,10011,$$$$,Manhattan,Chelsea,Midtown,Midtown,Related Rentals,14.0,313,2001.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,,0.123034237,
1514,4/24/2024,10 Waterside Plaza,1H-2- 20 - 19G,4825,2696,1.8,1,1.0,,,,10010,$$,Manhattan,Kips Bay,,Midtown,Brookfield Properties,37.0,380,1974.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Swimming Pool,,,,,,0.7632021,
1515,4/24/2024,10 Waterside Plaza,1H-2 - 20 - 30G,4935,2696,1.8,1,1.0,,,,10010,$$,Manhattan,Kips Bay,,Midtown,Brookfield Properties,37.0,380,1974.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Swimming Pool,,,,,,0.74743365,
1516,4/24/2024,10 Waterside Plaza,1J-1,4915,2696,1.8,1,1.0,,,,10010,$$,Manhattan,Kips Bay,,Midtown,Brookfield Properties,37.0,380,1974.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Swimming Pool,,,,,,0.750351661,
1517,3/8/2024,535 West 23rd Street,1,6575,2696,2.4,1,1.0,,,,10011,$$$$,Manhattan,Chelsea,Midtown,Midtown,Related Rentals,14.0,313,2001.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,,0.12095668,
1518,3/8/2024,89 Murray Street,1,6400,2696,2.4,1,1.0,,,,10007,$$$$,Manhattan,Tribeca,Lower Manhattan,Lower Manhattan,Related Rentals,11.0,163,2007.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,,,0.159878181,
1519,3/27/2024,211 West 56th Street,G27,4350,2696,1.6,1,1.0,,,,10019,$$,Manhattan,Midtown West,Midtown,Midtown,Rose Associates,36.0,396,1981.0,Yes,Doorman,Elevator(3),Laundry in Building,Live in super,Management Company,,Parking / Garage,,,,,,,,0.834484421,
