Date active,Building address,Unit,Rent,Payment Standard (PS),Ratio,# Beds,# Baths,Months Free,Owner Paid,Rent Stabilized,Postal Code,Building Price Range,Neighborhood,Parent Neighborhood,Neighborhood3,Property Manager,Number of Floors,Number of Units,Year Built,Active,Amenities,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Probability
3/31/2024,4-75 48th Avenue,001-209,4500.0,2696,1.7,1,1.0,nan,nan,nan,11109,$$,Long Island City,nan,nan,Avalon Communities,39.0,578,2007.0,Yes,Available Furnished,Available Short Term,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Swimming Pool,nan,0.8918199106673741
3/31/2024,4-75 48th Avenue,001-3004,4508.0,2696,1.7,1,1.0,nan,nan,nan,11109,$$,Long Island City,nan,nan,Avalon Communities,39.0,578,2007.0,Yes,Available Furnished,Available Short Term,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Swimming Pool,nan,0.891219632815639
3/31/2024,4-75 48th Avenue,001-2308,4545.0,2696,1.7,1,1.0,nan,nan,nan,11109,$$,Long Island City,nan,nan,Avalon Communities,39.0,578,2007.0,Yes,Available Furnished,Available Short Term,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Swimming Pool,nan,0.8884051825645166
3/31/2024,4-75 48th Avenue,001-P3J,4595.0,2696,1.7,1,1.0,nan,nan,nan,11109,$$,Long Island City,nan,nan,Avalon Communities,39.0,578,2007.0,Yes,Available Furnished,Available Short Term,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Swimming Pool,nan,0.8845008658610699
3/31/2024,4-75 48th Avenue,001-3008,4605.0,2696,1.7,1,1.0,nan,nan,nan,11109,$$,Long Island City,nan,nan,Avalon Communities,39.0,578,2007.0,Yes,Available Furnished,Available Short Term,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Swimming Pool,nan,0.8837058897609035
3/31/2024,4-75 48th Avenue,001-1010,4645.0,2696,1.7,1,1.0,nan,nan,nan,11109,$$,Long Island City,nan,nan,Avalon Communities,39.0,578,2007.0,Yes,Available Furnished,Available Short Term,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Swimming Pool,nan,0.8804783279162807
3/31/2024,4-75 48th Avenue,001-911,5085.0,2696,1.9,1,1.0,nan,nan,nan,11109,$$,Long Island City,nan,nan,Avalon Communities,39.0,578,2007.0,Yes,Available Furnished,Available Short Term,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Swimming Pool,nan,0.7536805379935299
9/9/2022,511 West 44th Street,Mid-Inc-165%,2690.0,2696,1.0,1,1.0,nan,nan,Y,10036,$$$,Hell's Kitchen,Midtown,Midtown,Gotham Properties,14.0,2,2013.0,Yes,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,nan,nan,nan,nan,nan,nan,0.9924411439377167
9/9/2022,510 West 45th Street,Mod-Inc-135%,2230.0,2696,0.8,1,1.0,nan,nan,Y,10036,$$$,Hell's Kitchen,Midtown,Midtown,Gotham Properties,14.0,2,2013.0,Yes,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,nan,nan,nan,nan,nan,nan,0.9968948811021248
9/9/2022,510 West 45th Street,Mid-Inc-165%,2690.0,2696,1.0,1,1.0,nan,nan,Y,10036,$$$,Hell's Kitchen,Midtown,Midtown,Gotham Properties,14.0,2,2013.0,Yes,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,nan,nan,nan,nan,nan,nan,0.9924411439377167
3/27/2024,250 West 93rd Street,11C,5195.0,2696,1.9,1,1.0,nan,nan,nan,10025,$$$$,Upper West Side,Upper West Side,nan,Rose Associates,20.0,143,2005.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,nan,nan,0.6505195693634759
3/27/2024,250 West 93rd Street,15G,5300.0,2696,2.0,1,1.0,nan,nan,nan,10025,$$$$,Upper West Side,Upper West Side,nan,Rose Associates,20.0,143,2005.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,nan,nan,0.5673956325734453
3/27/2024,1520 York Avenue,16C,4354.0,2696,1.6,1,1.0,nan,nan,nan,10028,$$$,Yorkville,Upper East Side,nan,Rose Associates,31.0,267,1972.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Roof Deck,nan,nan,nan,nan,nan,0.88891406290938
3/27/2024,1520 York Avenue,11F,4380.0,2696,1.6,1,1.0,nan,nan,nan,10028,$$$,Yorkville,Upper East Side,nan,Rose Associates,31.0,267,1972.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Roof Deck,nan,nan,nan,nan,nan,0.8869064512131493
3/27/2024,1520 York Avenue,31F,4395.0,2696,1.6,1,1.0,nan,nan,nan,10028,$$$,Yorkville,Upper East Side,nan,Rose Associates,31.0,267,1972.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Roof Deck,nan,nan,nan,nan,nan,0.8857338679944089
3/27/2024,1520 York Avenue,30G,4542.0,2696,1.7,1,1.0,nan,nan,nan,10028,$$$,Yorkville,Upper East Side,nan,Rose Associates,31.0,267,1972.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Roof Deck,nan,nan,nan,nan,nan,0.8409361063035178
3/27/2024,1520 York Avenue,31G,4552.0,2696,1.7,1,1.0,nan,nan,nan,10028,$$$,Yorkville,Upper East Side,nan,Rose Associates,31.0,267,1972.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Roof Deck,nan,nan,nan,nan,nan,0.8398955526335108
3/27/2024,475 Clermont Avenue,305,5052.0,2696,1.9,1,1.0,nan,nan,nan,11238,$$$,Fort Greene,nan,nan,Rose Associates,12.0,365,2019.0,Yes,Courtyard,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,nan,0.6753035137537214
3/27/2024,475 Clermont Avenue,908,6119.0,2696,2.3,1,1.5,nan,nan,nan,11238,$$$,Fort Greene,nan,nan,Rose Associates,12.0,365,2019.0,Yes,Courtyard,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,nan,0.1022070660310444
10/19/2023,408 East 92nd Street,14A,4595.0,2696,1.7,1,1.0,1.0,1.0,nan,10128,$$$,Yorkville,Upper East Side,nan,Stonehenge Management,32.0,196,2004.0,Yes,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,nan,0.8353583206731413
10/19/2023,408 East 92nd Street,22A,4725.0,2696,1.8,1,1.0,1.0,1.0,nan,10128,$$$,Yorkville,Upper East Side,nan,Stonehenge Management,32.0,196,2004.0,Yes,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,nan,0.7780955178680841
10/19/2023,408 East 92nd Street,25B,4875.0,2696,1.8,1,2.0,1.0,1.0,nan,10128,$$$,Yorkville,Upper East Side,nan,Stonehenge Management,32.0,196,2004.0,Yes,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,nan,0.29577217207832057
1/10/2024,101 West 15th Street,429,6195.0,2696,2.3,1,1.0,nan,nan,nan,10011,$$$$,Chelsea,Midtown,Midtown,Stonehenge Management,6.0,162,1974.0,Yes,Courtyard,Deposit Free,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,nan,nan,nan,0.19466935849909967
3/27/2024,475 Clermont Avenue,1032,6553.0,2696,2.4,1,2.0,nan,nan,nan,11238,$$$,Fort Greene,nan,nan,Rose Associates,12.0,365,2019.0,Yes,Courtyard,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,nan,0.022288270750402676
3/27/2024,45 Hoyt Street,10G,4368.0,2696,1.6,1,1.0,nan,nan,nan,11201,$$$,Downtown Brooklyn,nan,nan,Rose Associates,26.0,368,2018.0,Yes,Courtyard,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,nan,Roof Deck,nan,nan,nan,nan,nan,0.9019118246939118
3/27/2024,245 East 124th Street,09E,3165.0,2696,1.2,1,1.0,2.0,nan,nan,10035,$,East Harlem,Upper Manhattan,Upper Manhattan,Rose Associates,11.0,185,2009.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,nan,nan,0.9833194877487798
3/27/2024,245 East 124th Street,12P,3225.0,2696,1.2,1,1.0,2.0,nan,nan,10035,$,East Harlem,Upper Manhattan,Upper Manhattan,Rose Associates,11.0,185,2009.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,nan,nan,0.982538508140667
3/27/2024,240 East 86th Street,016D,5192.0,2696,1.9,1,1.0,nan,nan,nan,10028,$$$$,Yorkville,Upper East Side,nan,Rose Associates,25.0,246,1997.0,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,nan,nan,0.651048542860503
1/10/2024,210 West 70th Street,1004,4850.0,2696,1.8,1,1.0,1.0,nan,nan,10023,$$$,Lincoln Square,Upper West Side,nan,Stonehenge Management,15.0,185,1924.0,Yes,Deposit Free,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,nan,nan,nan,nan,nan,0.7895570822170273
1/10/2024,210 West 70th Street,1505,5250.0,2696,1.9,1,1.0,1.0,nan,nan,10023,$$$,Lincoln Square,Upper West Side,nan,Stonehenge Management,15.0,185,1924.0,Yes,Deposit Free,Doorman,Elevator(2),Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,nan,nan,nan,nan,nan,0.6777147036287999
1/2/2024,188 Ludlow Street,24E,5900.0,2696,2.2,1,1.0,nan,nan,nan,10002,$$$$,Lower East Side,Lower Manhattan,Lower Manhattan,Edison Properties,23.0,243,2008.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,nan,nan,nan,nan,nan,nan,nan,0.3121038312609328
1/2/2024,188 Ludlow Street,24B,5360.0,2696,2.0,1,1.0,nan,nan,nan,10002,$$$$,Lower East Side,Lower Manhattan,Lower Manhattan,Edison Properties,23.0,243,2008.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,nan,nan,nan,nan,nan,nan,nan,0.5413831303026466
1/2/2024,188 Ludlow Street,23G,5100.0,2696,1.9,1,1.0,nan,nan,nan,10002,$$$$,Lower East Side,Lower Manhattan,Lower Manhattan,Edison Properties,23.0,243,2008.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,nan,nan,nan,nan,nan,nan,nan,0.6539076562724998
3/21/2024,95 Worth Street,1 Bed,4295.0,2696,1.6,1,1.0,nan,nan,nan,10013,$$$,Tribeca,Lower Manhattan,Lower Manhattan,Manhattan Skyline,16.0,147,2000.0,Yes,Deposit Free,Doorman,Elevator(2),Gym,Laundry in Building,Management Company,nan,Parking / Garage,Roof Deck,nan,nan,nan,nan,nan,0.8933543852571884
3/31/2024,282 Eleventh Avenue,001-603,4932.0,2696,1.8,1,1.0,nan,nan,nan,10001,$$$,Chelsea,Midtown,Midtown,Avalon Communities,32.0,317,2014.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,nan,0.7254002062966111
3/31/2024,282 Eleventh Avenue,001-906,5315.0,2696,2.0,1,1.0,nan,nan,nan,10001,$$$,Chelsea,Midtown,Midtown,Avalon Communities,32.0,317,2014.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,nan,0.5341975983309132
3/31/2024,282 Eleventh Avenue,001-2407,5405.0,2696,2.0,1,1.0,nan,nan,nan,10001,$$$,Chelsea,Midtown,Midtown,Avalon Communities,32.0,317,2014.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,nan,0.5167879746550431
3/31/2024,282 Eleventh Avenue,001-408,5675.0,2696,2.1,1,1.0,nan,nan,nan,10001,$$$,Chelsea,Midtown,Midtown,Avalon Communities,32.0,317,2014.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,nan,0.39868917600785114
3/31/2024,282 Eleventh Avenue,001-411,5760.0,2696,2.1,1,1.0,nan,nan,nan,10001,$$$,Chelsea,Midtown,Midtown,Avalon Communities,32.0,317,2014.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,nan,0.3829896746879087
4/24/2024,10 Waterside Plaza,1H-1-10 - 15G,4585.0,2696,1.7,1,1.0,nan,nan,nan,10010,$$,Kips Bay,nan,Midtown,Brookfield Properties,37.0,380,1974.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Swimming Pool,nan,nan,nan,nan,nan,0.8355037614235495
4/24/2024,435 WEST 31ST STREET,54K,6190.0,2696,2.3,1,1.0,nan,nan,nan,10001,$$$$,Chelsea,Midtown,Midtown,Brookfield Properties,62.0,844,2017.0,Yes,Doorman,Elevator(8),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,nan,nan,0.20623887338755992
4/24/2024,435 WEST 31ST STREET,33M,6230.0,2696,2.3,1,1.0,nan,nan,nan,10001,$$$$,Chelsea,Midtown,Midtown,Brookfield Properties,62.0,844,2017.0,Yes,Doorman,Elevator(8),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,nan,nan,nan,nan,0.2012047230735524
4/24/2024,10 Waterside Plaza,0.1,4460.0,2696,1.7,1,1.0,nan,nan,nan,10010,$$,Kips Bay,nan,Midtown,Brookfield Properties,37.0,380,1974.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Swimming Pool,nan,nan,nan,nan,nan,0.8484028986323956
4/24/2024,10 Waterside Plaza,1H-1-20 - 36G,4845.0,2696,1.8,1,1.0,nan,nan,nan,10010,$$,Kips Bay,nan,Midtown,Brookfield Properties,37.0,380,1974.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Swimming Pool,nan,nan,nan,nan,nan,0.7603863261542936
4/24/2024,10 Waterside Plaza,1E-2 - 40 - 20B,4670.0,2696,1.7,1,1.0,nan,nan,nan,10010,$$,Kips Bay,nan,Midtown,Brookfield Properties,37.0,380,1974.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Swimming Pool,nan,nan,nan,nan,nan,0.8262384263196676
4/24/2024,10 Waterside Plaza,1E-2 - 40 - 23B,4700.0,2696,1.7,1,1.0,nan,nan,nan,10010,$$,Kips Bay,nan,Midtown,Brookfield Properties,37.0,380,1974.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Swimming Pool,nan,nan,nan,nan,nan,0.822871351618436
4/24/2024,10 Waterside Plaza,1E-2 - 40 - 26B,4730.0,2696,1.8,1,1.0,nan,nan,nan,10010,$$,Kips Bay,nan,Midtown,Brookfield Properties,37.0,380,1974.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Swimming Pool,nan,nan,nan,nan,nan,0.7762633713126413
4/24/2024,10 Waterside Plaza,1D-2,4675.0,2696,1.7,1,1.0,nan,nan,nan,10010,$$,Kips Bay,nan,Midtown,Brookfield Properties,37.0,380,1974.0,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Swimming Pool,nan,nan,nan,nan,nan,0.8256807780986373
3/8/2024,450 West 42nd Street,1,5100.0,2696,1.9,1,1.0,nan,nan,nan,10036,$$$,Hell's Kitchen,Midtown,Midtown,Related Rentals,63.0,6,2012.0,Yes,Courtyard,Doorman,Elevator(6),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,nan,nan,0.6433655539788841
3/8/2024,450 West 42nd Street,1,5325.0,2696,2.0,1,1.0,nan,nan,nan,10036,$$$,Hell's Kitchen,Midtown,Midtown,Related Rentals,63.0,6,2012.0,Yes,Courtyard,Doorman,Elevator(6),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,nan,nan,0.5366363044451963
3/8/2024,450 West 42nd Street,1,5567.0,2696,2.1,1,1.0,nan,nan,nan,10036,$$$,Hell's Kitchen,Midtown,Midtown,Related Rentals,63.0,6,2012.0,Yes,Courtyard,Doorman,Elevator(6),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,nan,nan,0.4232185539373143
3/8/2024,450 West 42nd Street,1,5600.0,2696,2.1,1,1.0,nan,nan,nan,10036,$$$,Hell's Kitchen,Midtown,Midtown,Related Rentals,63.0,6,2012.0,Yes,Courtyard,Doorman,Elevator(6),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,nan,nan,0.41698127633814835
3/8/2024,450 West 42nd Street,1,5620.0,2696,2.1,1,1.0,nan,nan,nan,10036,$$$,Hell's Kitchen,Midtown,Midtown,Related Rentals,63.0,6,2012.0,Yes,Courtyard,Doorman,Elevator(6),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,nan,nan,0.41321386536477933
3/8/2024,450 West 42nd Street,1,5895.0,2696,2.2,1,1.0,nan,nan,nan,10036,$$$,Hell's Kitchen,Midtown,Midtown,Related Rentals,63.0,6,2012.0,Yes,Courtyard,Doorman,Elevator(6),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,nan,nan,0.30307839390713
3/8/2024,450 West 42nd Street,1.5,6035.0,2696,2.2,1,2.0,nan,nan,nan,10036,$$$,Hell's Kitchen,Midtown,Midtown,Related Rentals,63.0,6,2012.0,Yes,Courtyard,Doorman,Elevator(6),Gym,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,nan,nan,0.049876710811620165
1/10/2024,42-20 24th Street,21A,4396.0,2696,1.6,1,1.0,1.0,nan,nan,11101,$$,Long Island City,nan,nan,Stonehenge Management,44.0,391,2017.0,Yes,Courtyard,Deposit Free,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,nan,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,0.886011623767886
5/9/2024,416 EAST 74TH STREET,3D,2975.0,2696,1.1,1,1.0,nan,nan,nan,10021,$,Lenox Hill,Upper East Side,nan,City & Suburban Leasing,7.0,27,1910.0,Yes,Elevator(1),Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,nan,nan,nan,nan,nan,nan,nan,0.9889337939935604
5/9/2024,523 EAST 78TH STREET,6B,2978.0,2696,1.1,1,1.0,nan,nan,Y,10075,$,Upper East Side,Upper East Side,nan,City & Suburban Leasing,6.0,50,1911.0,Yes,Laundry in Building,Live in super,Management Company,nan,Cats Allowed,Dogs Allowed,Walk up,nan,nan,nan,nan,nan,nan,nan,0.9889082926359957
5/9/2024,10 JONES STREET,4E,5795.0,2696,2.1,1,1.0,nan,nan,nan,10014,$$$,West Village,Greenwich Village,Lower Manhattan,Abington Properties,8.0,59,1920.0,Yes,Elevator(1),Laundry in Building,Management Company,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4057792331970147
5/9/2024,121 READE Street,7H,4595.0,2696,1.7,1,1.0,nan,nan,nan,10013,$$$,Tribeca,Lower Manhattan,Lower Manhattan,Abington Properties,12.0,121,1997.0,Yes,Elevator(2),Laundry in Building,Live in super,Management Company,nan,Parking / Garage,nan,nan,nan,nan,nan,nan,nan,nan,0.8353583206731413
