Date active,Building address,Unit,Rent,Payment Standard (PS),Ratio,# Beds,# Baths,Months Free,Owner Paid,Rent Stabilized,Postal Code,Building Price Range,Neighborhood,Parent Neighborhood,Neighborhood3,Property Manager,Number of Floors,Number of Units,Year Built,Active,Amenities,,,,,,,,,,,,,
5/7/2024,64 Stagg Street,3B-Green,1775,2624,0.7,Studio,1,,,,11206,$$,Williamsburg,,,Roomrs Co Living,4,8,1930,Yes,Available Furnished,Available Short Term,Furnished Apartments,Laundry in Building,Management Company,,Roof Deck,Walk up,,,,,,
5/7/2024,64 Stagg Street,2B-Red,1850,2624,0.7,Studio,1,,,,11206,$$,Williamsburg,,,Roomrs Co Living,4,8,1930,Yes,Available Furnished,Available Short Term,Furnished Apartments,Laundry in Building,Management Company,,Roof Deck,Walk up,,,,,,
5/7/2024,291 Stanhope Street,1L-Yellow,1700,2624,0.6,Studio,3,,,,11237,$,Bushwick,,,Roomrs Co Living,3,6,1930,Yes,Available Furnished,Available Short Term,Furnished Apartments,Laundry in Building,Management Company,,Walk up,,,,,,,
5/7/2024,81 Stockholm Street,3A-Red,1400,2624,0.5,Studio,1,,,,11221,$,Bushwick,,,Roomrs Co Living,3,2,1930,Yes,Available Furnished,Available Short Term,Furnished Apartments,Laundry in Building,Management Company,,Roof Deck,Walk up,,,,,,
5/7/2024,81 Stockholm Street,2A-Blue,1400,2624,0.5,Studio,1,,,,11221,$,Bushwick,,,Roomrs Co Living,3,2,1930,Yes,Available Furnished,Available Short Term,Furnished Apartments,Laundry in Building,Management Company,,Roof Deck,Walk up,,,,,,
5/7/2024,81 Stockholm Street,2A-Red,1450,2624,0.6,Studio,1,,,,11221,$,Bushwick,,,Roomrs Co Living,3,2,1930,Yes,Available Furnished,Available Short Term,Furnished Apartments,Laundry in Building,Management Company,,Roof Deck,Walk up,,,,,,
5/7/2024,1040 Union Street,2R-Blue,1550,2624,0.6,Studio,1,,,,11225,$,Crown Heights,,,Roomrs Co Living,4,8,1915,Yes,Available Furnished,Available Short Term,Furnished Apartments,Laundry in Building,Management Company,,Roof Deck,Walk up,,,,,,
5/7/2024,1040 Union Street,3R-Red,1700,2624,0.6,Studio,1,,,,11225,$,Crown Heights,,,Roomrs Co Living,4,8,1915,Yes,Available Furnished,Available Short Term,Furnished Apartments,Laundry in Building,Management Company,,Roof Deck,Walk up,,,,,,
5/7/2024,439 West 50th Street,4R-Blue,2300,2624,0.9,Studio,1,,,,10019,$$,Hell's Kitchen,Midtown,Midtown,Roomrs Co Living,4,8,1901,Yes,Laundry in Building,Management Company,,Walk up,,,,,,,,,,
5/7/2024,20 West 101st Street,2B-Orange,1775,2624,0.7,Studio,3,,,,10025,$$,Manhattan Valley,Upper West Side,,Roomrs Co Living,6,44,1940,Yes,Available Furnished,Available Short Term,Elevator(1),Furnished Apartments,Laundry in Building,Management Company,,,,,,,,
5/7/2024,422 West 51st Street,3-Red,2300,2624,0.9,Studio,2,,,,10019,$$,Hell's Kitchen,Midtown West,Midtown,Roomrs Co Living,5,5,1910,Yes,Laundry in Building,Management Company,,Cats Allowed,Dogs Allowed,Walk up,,,,,,,,
5/7/2024,436 West 52nd Street,4B-Blue,2300,2624,0.9,Studio,1,,,,10019,$$,Hell's Kitchen,Midtown,Midtown,Roomrs Co Living,5,14,1910,Yes,Management Company,,Walk up,,,,,,,,,,,
5/7/2024,436 West 52nd Street,4B-Green,2000,2624,0.8,Studio,1,,,,10019,$$,Hell's Kitchen,Midtown,Midtown,Roomrs Co Living,5,14,1910,Yes,Management Company,,Walk up,,,,,,,,,,,
5/7/2024,436 West 52nd Street,1-Yellow,2300,2624,0.9,Studio,2,,,,10019,$$,Hell's Kitchen,Midtown,Midtown,Roomrs Co Living,5,14,1910,Yes,Management Company,,Walk up,,,,,,,,,,,
5/7/2024,1567 York Avenue,2B-Yellow,2100,2624,0.8,Studio,1,,,,10028,$$,Yorkville,Upper East Side,,Roomrs Co Living,5,8,1915,Yes,Available Furnished,Available Short Term,Furnished Apartments,Management Company,,Walk up,,,,,,,,
5/7/2024,1567 York Avenue,3B-Green,2200,2624,0.8,Studio,1,,,,10028,$$,Yorkville,Upper East Side,,Roomrs Co Living,5,8,1915,Yes,Available Furnished,Available Short Term,Furnished Apartments,Management Company,,Walk up,,,,,,,,
6/24/2024,165 East 90th Street,Studio,2599,2624,1,Studio,1,,,,10128,$$,Carnegie Hill,Upper East Side,,AIR NYC,5,15,1910,Yes,Management Company,,Cats Allowed,Dogs Allowed,Walk up,,,,,,,,,
6/24/2024,3480 Seymour Avenue,Studio,1475,2624,0.6,Studio,1,,,,10469,$,East Bronx,,,Taconic Management Company,5,1416,1935,Yes,Courtyard,Laundry in Building,Live in super,Management Company,,,,,,,,,,
3/31/2024,500 West 23rd Street,12B,4453,2624,1.7,Studio,1,,,,10011,$$$$,Chelsea,Midtown,Midtown,Equity Residential,13,106,2007,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
3/31/2024,500 West 23rd Street,11H,4486,2624,1.7,Studio,1,,,,10011,$$$$,Chelsea,Midtown,Midtown,Equity Residential,13,106,2007,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
3/31/2024,777 Sixth Avenue,31A,4731,2624,1.8,Studio,1,,,,10001,$$$$,Chelsea,Midtown,Midtown,Equity Residential,32,293,2000,Yes,Available Short Term,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,
3/25/2024,250 Ashland Place,18M,3517,2624,1.3,Studio,1,1,,,11217,$$$,Fort Greene,,,Gotham Properties,53,580,2016,Yes,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,
3/25/2024,250 Ashland Place,25J,3664,2624,1.4,Studio,1,1,,,11217,$$$,Fort Greene,,,Gotham Properties,53,580,2016,Yes,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,
3/25/2024,250 Ashland Place,28B,3889,2624,1.5,Studio,1,,,,11217,$$$,Fort Greene,,,Gotham Properties,53,580,2016,Yes,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,
3/25/2024,550 West 45th Street,216,3570,2624,1.4,Studio,1,1,,,10036,$$$,Hell's Kitchen,Midtown,Midtown,Gotham Properties,32,554,2013,Yes,Courtyard,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,
3/25/2024,550 West 45th Street,1022,3795,2624,1.4,Studio,1,,,,10036,$$$,Hell's Kitchen,Midtown,Midtown,Gotham Properties,32,554,2013,Yes,Courtyard,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,
3/25/2024,550 West 45th Street,726,3881,2624,1.5,Studio,1,0.5,,,10036,$$$,Hell's Kitchen,Midtown,Midtown,Gotham Properties,32,554,2013,Yes,Courtyard,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,
3/31/2024,105 West 29th Street,35A,4141,2624,1.6,Studio,1,,,,10001,$$$$,Chelsea,Midtown,Midtown,Equity Residential,53,302,2008,Yes,Available Short Term,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Roof Deck,,,,
3/31/2024,105 West 29th Street,38A,4172,2624,1.6,Studio,1,,,,10001,$$$$,Chelsea,Midtown,Midtown,Equity Residential,53,302,2008,Yes,Available Short Term,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Roof Deck,,,,
3/31/2024,105 West 29th Street,27L,4227,2624,1.6,Studio,1,,,,10001,$$$$,Chelsea,Midtown,Midtown,Equity Residential,53,302,2008,Yes,Available Short Term,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Roof Deck,,,,
3/31/2024,105 West 29th Street,29G,4335,2624,1.7,Studio,1,,,,10001,$$$$,Chelsea,Midtown,Midtown,Equity Residential,53,302,2008,Yes,Available Short Term,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Roof Deck,,,,
3/31/2024,105 West 29th Street,40G,4448,2624,1.7,Studio,1,,,,10001,$$$$,Chelsea,Midtown,Midtown,Equity Residential,53,302,2008,Yes,Available Short Term,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Roof Deck,,,,
3/31/2024,105 West 29th Street,27G,4489,2624,1.7,Studio,1,,,,10001,$$$$,Chelsea,Midtown,Midtown,Equity Residential,53,302,2008,Yes,Available Short Term,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Roof Deck,,,,
3/31/2024,400 West 37th Street,10D,3207,2624,1.2,Studio,1,,,,10018,$$$,Hell's Kitchen,Midtown,Midtown,Equity Residential,13,259,2002,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,
3/31/2024,400 West 37th Street,11D,3277,2624,1.2,Studio,1,,,,10018,$$$,Hell's Kitchen,Midtown,Midtown,Equity Residential,13,259,2002,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,
3/31/2024,400 West 37th Street,14D,3303,2624,1.3,Studio,1,,,,10018,$$$,Hell's Kitchen,Midtown,Midtown,Equity Residential,13,259,2002,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,
3/31/2024,400 West 37th Street,8U,3336,2624,1.3,Studio,1,,,,10018,$$$,Hell's Kitchen,Midtown,Midtown,Equity Residential,13,259,2002,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,
3/31/2024,400 West 37th Street,3D,3417,2624,1.3,Studio,1,,,,10018,$$$,Hell's Kitchen,Midtown,Midtown,Equity Residential,13,259,2002,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,
3/31/2024,400 West 37th Street,14A,3441,2624,1.3,Studio,1,,,,10018,$$$,Hell's Kitchen,Midtown,Midtown,Equity Residential,13,259,2002,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,,,
3/31/2024,431 West 37th Street,2N,3347,2624,1.3,Studio,1,,,,10018,$$$,Hell's Kitchen,Midtown,Midtown,Equity Residential,12,98,2009,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
3/31/2024,431 West 37th Street,3J,3358,2624,1.3,Studio,1,,,,10018,$$$,Hell's Kitchen,Midtown,Midtown,Equity Residential,12,98,2009,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
1/9/2024,2 Gold Street,5J,3245,2624,1.2,Studio,1,1,,,10038,$$$,Financial District,Lower Manhattan,Lower Manhattan,TF Cornerstone,51,209,2005,Yes,Deposit Free,Doorman,Elevator(6),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,
1/9/2024,201 East 69th Street,08L,3950,2624,1.5,Studio,1,,1,,10021,$$$,Lenox Hill,Upper East Side,,TF Cornerstone,16,314,1900,Yes,Deposit Free,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,
1/9/2024,223 North 8th Street,S-6D,4020,2624,1.5,Studio,1,,,,11211,$$$$,Williamsburg,,,TF Cornerstone,7,95,2016,Yes,Courtyard,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,
1/9/2024,223 North 8th Street,N-6F,3933,2624,1.5,Studio,1,,,,11211,$$$$,Williamsburg,,,TF Cornerstone,7,95,2016,Yes,Courtyard,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,
1/9/2024,250 North 10th Street,517,3780,2624,1.4,Studio,1,,,,11211,$$,Williamsburg,,,TF Cornerstone,6,234,2014,Yes,Deposit Free,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
3/31/2024,431 West 37th Street,2P,3435,2624,1.3,Studio,1,,,,10018,$$$,Hell's Kitchen,Midtown,Midtown,Equity Residential,12,98,2009,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
3/31/2024,431 West 37th Street,3H,3503,2624,1.3,Studio,1,,,,10018,$$$,Hell's Kitchen,Midtown,Midtown,Equity Residential,12,98,2009,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
3/31/2024,431 West 37th Street,4C,3725,2624,1.4,Studio,1,,,,10018,$$$,Hell's Kitchen,Midtown,Midtown,Equity Residential,12,98,2009,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
3/31/2024,431 West 37th Street,6C,3746,2624,1.4,Studio,1,,,,10018,$$$,Hell's Kitchen,Midtown,Midtown,Equity Residential,12,98,2009,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
1/4/2024,38 Sixth Avenue,0,2960,2624,1.1,Studio,1,,,,11217,$,Prospect Heights,,,Avanath Communities,23,303,2017,Yes,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,,
1/9/2024,250 North 10th Street,138,3680,2624,1.4,Studio,1,,,,11211,$$,Williamsburg,,,TF Cornerstone,6,234,2014,Yes,Deposit Free,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
4/29/2024,461 Dean Street,S16,3975,2624,1.5,Studio,1,,,,11217,$$$,Prospect Heights,,,Greystar,33,360,2016,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,
4/29/2024,461 Dean Street,S6,3545,2624,1.4,Studio,1,,,,11217,$$$,Prospect Heights,,,Greystar,33,360,2016,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,
4/29/2024,461 Dean Street,S8,3725,2624,1.4,Studio,1,,,,11217,$$$,Prospect Heights,,,Greystar,33,360,2016,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,
1/9/2024,250 North 10th Street,511,3675,2624,1.4,Studio,1,,,,11211,$$,Williamsburg,,,TF Cornerstone,6,234,2014,Yes,Deposit Free,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
1/9/2024,33 Bond Street,707,2864,2624,1.1,Studio,1,,1,,11201,$$,Downtown Brooklyn,,,TF Cornerstone,26,715,2017,Yes,Deposit Free,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
1/9/2024,340 East 34th Street,16G,3296,2624,1.3,Studio,1,1,1,,10016,$$$,Kips Bay,Midtown,Midtown,TF Cornerstone,17,200,1995,Yes,Deposit Free,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,
1/9/2024,340 East 34th Street,11E,3250,2624,1.2,Studio,1,1,1,,10016,$$$,Kips Bay,Midtown,Midtown,TF Cornerstone,17,200,1995,Yes,Deposit Free,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,
1/9/2024,444 West 35th Street,02E,3290,2624,1.3,Studio,1,,1,,10001,$$,Hell's Kitchen,Midtown,Midtown,TF Cornerstone,18,86,1990,Yes,Deposit Free,Elevator(2),Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,,
1/9/2024,444 West 35th Street,08E,3290,2624,1.3,Studio,1,,1,,10001,$$,Hell's Kitchen,Midtown,Midtown,TF Cornerstone,18,86,1990,Yes,Deposit Free,Elevator(2),Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,,
1/9/2024,455 West 37th Street,729,3365,2624,1.3,Studio,1,,1,,10018,$$$,Hell's Kitchen,Midtown,Midtown,TF Cornerstone,24,394,2009,Yes,Deposit Free,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,
1/9/2024,4610 Center Boulevard,1203,3351,2624,1.3,Studio,1,1,1,,11109,$$,Long Island City,,,TF Cornerstone,26,585,2014,Yes,Deposit Free,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
1/9/2024,4610 Center Boulevard,605,3332,2624,1.3,Studio,1,1,1,,11109,$$,Long Island City,,,TF Cornerstone,26,585,2014,Yes,Deposit Free,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
1/9/2024,4615 Center Boulevard,2906,3239,2624,1.2,Studio,1,1,1,,11109,$$,Long Island City,,,TF Cornerstone,42,367,2011,Yes,Deposit Free,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,
1/9/2024,4720 Center Boulevard,318,3150,2624,1.2,Studio,1,1,1,,11109,$$,Long Island City,,,TF Cornerstone,32,495,2006,Yes,Deposit Free,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
1/9/2024,505 West 37th Street,2C,3350,2624,1.3,Studio,1,,1,,10018,$$$,Hell's Kitchen,Midtown,Midtown,TF Cornerstone,43,835,2010,Yes,Deposit Free,Doorman,Elevator(10),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,
1/9/2024,505 West 37th Street,9G,3350,2624,1.3,Studio,1,,1,,10018,$$$,Hell's Kitchen,Midtown,Midtown,TF Cornerstone,43,835,2010,Yes,Deposit Free,Doorman,Elevator(10),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,
1/9/2024,505 West 37th Street,16F,3350,2624,1.3,Studio,1,,1,,10018,$$$,Hell's Kitchen,Midtown,Midtown,TF Cornerstone,43,835,2010,Yes,Deposit Free,Doorman,Elevator(10),Gym,Laundry in Building,Live in super,Management Company,,Parking / Garage,Cats Allowed,Dogs Allowed,Roof Deck,,
1/9/2024,95 Horatio Street,220,6495,2624,2.5,Studio,1,,,,10014,$$$$,West Village,Greenwich Village,Lower Manhattan,TF Cornerstone,10,280,1994,Yes,Deposit Free,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
1/9/2024,95 Horatio Street,608,6475,2624,2.5,Studio,1,,,,10014,$$$$,West Village,Greenwich Village,Lower Manhattan,TF Cornerstone,10,280,1994,Yes,Deposit Free,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
1/9/2024,95 Horatio Street,523,5995,2624,2.3,Studio,1,,,,10014,$$$$,West Village,Greenwich Village,Lower Manhattan,TF Cornerstone,10,280,1994,Yes,Deposit Free,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
1/9/2024,95 Horatio Street,005M,4935,2624,1.9,Studio,1,,,,10014,$$$$,West Village,Greenwich Village,Lower Manhattan,TF Cornerstone,10,280,1994,Yes,Deposit Free,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
3/25/2024,400 West 55th Street,10C,3895,2624,1.5,Studio,1,,,,10019,$$$,Hell's Kitchen,Midtown,Midtown,Gotham Properties,18,140,2003,Yes,Courtyard,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,
3/25/2024,66 West 38th Street,16C,4075,2624,1.6,Studio,1,,,,10018,$$$,Midtown South,Midtown South,Midtown,Gotham Properties,47,374,2001,Yes,Doorman,Elevator(4),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,,
1/10/2024,232 West 14TH Street,1A,4495,2624,1.7,Studio,1,,,,10011,$$,West Village,Greenwich Village,Lower Manhattan,Centennial Properties,5,9,1900,Yes,Laundry in Building,Management Company,,Walk up,,,,,,,,,,
12/15/2023,55 Suffolk Street,1003,4433,2624,1.7,Studio,1,2,,,10002,$$$$,Lower East Side,East Village,Lower Manhattan,,31,378,2023,Yes,Childrens Playroom,Courtyard,Doorman,Elevator(6),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,
3/25/2024,175 East 96th Street,004A,3800,2624,1.4,Studio,1,1,,,10128,$$$,East Harlem,Upper Manhattan,Upper Manhattan,Monterey Properties,32,522,1992,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,,,
3/25/2024,175 East 96th Street,015S,3700,2624,1.4,Studio,1,1,,,10128,$$$,East Harlem,Upper Manhattan,Upper Manhattan,Monterey Properties,32,522,1992,Yes,Doorman,Elevator(3),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,Swimming Pool,,,
3/25/2024,30 Park Avenue,06P,3600,2624,1.4,Studio,1,,,,10016,$$$$,Murray Hill,Midtown,Midtown,Monterey Properties,20,237,1955,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,,
3/25/2024,30 Park Avenue,08K,3700,2624,1.4,Studio,1,1,,,10016,$$$$,Murray Hill,Midtown,Midtown,Monterey Properties,20,237,1955,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,,
3/25/2024,30 Park Avenue,10A,3600,2624,1.4,Studio,1,,,,10016,$$$$,Murray Hill,Midtown,Midtown,Monterey Properties,20,237,1955,Yes,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,,,,,
3/31/2024,431 West 37th Street,9C,4004,2624,1.5,Studio,1,,,,10018,$$$,Hell's Kitchen,Midtown,Midtown,Equity Residential,12,98,2009,Yes,Available Short Term,Doorman,Elevator(2),Gym,Laundry in Building,Live in super,Management Company,,Cats Allowed,Dogs Allowed,Roof Deck,,,
5/4/2024,26 Jane Street,0,3150,2624,1.2,Studio,1,,,,10014,$$$,West Village,Greenwich Village,Lower Manhattan,Icon Realty Management,5,15,,Yes,Management Company,,Walk up,,,,,,,,,,,
5/4/2024,27 Avenue C,0,3050,2624,1.2,Studio,1,,,,10009,$$$,East Village,Lower Manhattan,Lower Manhattan,Icon Realty Management,5,24,1910,Yes,Courtyard,Laundry in Building,Management Company,,Walk up,,,,,,,,,
5/4/2024,27 Avenue C,0,2800,2624,1.1,Studio,1,,,,10009,$$$,East Village,Lower Manhattan,Lower Manhattan,Icon Realty Management,5,24,1910,Yes,Courtyard,Laundry in Building,Management Company,,Walk up,,,,,,,,,
5/4/2024,28 West 88th Street,0,2900,2624,1.1,Studio,1,,,,10024,$,Upper West Side,Upper West Side,,Icon Realty Management,4,10,1900,Yes,Management Company,,Walk up,,,,,,,,,,,
5/4/2024,316 West 14th Street,0,3200,2624,1.2,Studio,1,,,,10014,$$$,West Village,Greenwich Village,Lower Manhattan,Icon Realty Management,4,20,1910,Yes,Management Company,,Walk up,,,,,,,,,,,
5/4/2024,316 West 14th Street,0,2700,2624,1,Studio,1,,,,10014,$$$,West Village,Greenwich Village,Lower Manhattan,Icon Realty Management,4,20,1910,Yes,Management Company,,Walk up,,,,,,,,,,,
5/4/2024,340 East 81st Street,0,2750,2624,1,Studio,1,,,,10028,$$,Yorkville,Upper East Side,,Icon Realty Management,5,16,1910,Yes,Management Company,,Walk up,,,,,,,,,,,
5/4/2024,342 East 55th Street,0,3200,2624,1.2,Studio,1,,,,10022,$$,Midtown East,Midtown,Midtown,Icon Realty Management,6,26,1930,Yes,Elevator(1),Laundry in Building,Management Company,,,,,,,,,,,
5/4/2024,342 East 55th Street,0,3200,2624,1.2,Studio,1,,,,10022,$$,Midtown East,Midtown,Midtown,Icon Realty Management,6,26,1930,Yes,Elevator(1),Laundry in Building,Management Company,,,,,,,,,,,
5/4/2024,342 East 55th Street,0,3200,2624,1.2,Studio,1,,,,10022,$$,Midtown East,Midtown,Midtown,Icon Realty Management,6,26,1930,Yes,Elevator(1),Laundry in Building,Management Company,,,,,,,,,,,
5/4/2024,342 East 55th Street,0,2950,2624,1.1,Studio,1,,,,10022,$$,Midtown East,Midtown,Midtown,Icon Realty Management,6,26,1930,Yes,Elevator(1),Laundry in Building,Management Company,,,,,,,,,,,
5/4/2024,39 East 1st Street,0,3500,2624,1.3,Studio,1,,,,10003,$$,Bowery,East Village,Lower Manhattan,Icon Realty Management,5,13,1900,Yes,Laundry in Building,Management Company,,Walk up,,,,,,,,,,
5/4/2024,409 East 81st Street,0,2750,2624,1,Studio,1,,,,10028,$$,Yorkville,Upper East Side,,Icon Realty Management,5,20,1900,Yes,Management Company,,Walk up,,,,,,,,,,,
5/4/2024,409 East 81st Street,0,2750,2624,1,Studio,1,,,,10028,$$,Yorkville,Upper East Side,,Icon Realty Management,5,20,1900,Yes,Management Company,,Walk up,,,,,,,,,,,
5/4/2024,409 East 81st Street,0,2700,2624,1,Studio,1,,,,10028,$$,Yorkville,Upper East Side,,Icon Realty Management,5,20,1900,Yes,Management Company,,Walk up,,,,,,,,,,,
5/4/2024,443 East 78th Street,0,2800,2624,1.1,Studio,1,,,,10075,$$,Upper East Side,Upper East Side,,Icon Realty Management,5,20,1924,Yes,Management Company,,Walk up,,,,,,,,,,,
5/4/2024,443 East 78th Street,0,2550,2624,1,Studio,1,,,,10075,$$,Upper East Side,Upper East Side,,Icon Realty Management,5,20,1924,Yes,Management Company,,Walk up,,,,,,,,,,,
5/4/2024,59 East 3rd Street,0,3100,2624,1.2,Studio,1,,,,10003,$$,Bowery,East Village,Lower Manhattan,Icon Realty Management,6,24,1910,Yes,Management Company,,Walk up,,,,,,,,,,,
