"Date active","Building address","Unit","Rent","Bed","Bath","Months Free","Owner Paid","Rent Stabilized","Zip Code","Building Price Range","Neighborhood","Parent Neighborhood","Neighborhood3","Property Manager","Number of Floors","Number of Units","Year Built","Active","Amenities"
"2024-01-10","212 East 25TH Street","5","4695","2","1.5","","","","10010","$$","Kips Bay","Midtown","Midtown","Centennial Properties","5","20","1920","Yes","Management Company","","Walk up","","","","","","","","","","","","",""
"2024-03-25","550 West 45th Street","1022","3795","0","1.0","","","","10036","$$$","Hell's Kitchen","Midtown","Midtown","Gotham Properties","32","554","2013","Yes","Courtyard","Doorman","Elevator(4)","Gym","Laundry in Building","Live in super","Management Company","","Parking / Garage","Cats Allowed","Dogs Allowed","Roof Deck","","","",""
"2024-01-10","214 East 25TH Street","5FW","6250","3","2.0","","","","10010","$$","Kips Bay","","Midtown","Centennial Properties","5","20","1930","Yes","Management Company","","Walk up","","","","","","","","","","","","",""
"2024-01-10","214 East 25TH Street","5FE","6250","2","1.0","","","","10010","$$","Kips Bay","","Midtown","Centennial Properties","5","20","1930","Yes","Management Company","","Walk up","","","","","","","","","","","","",""
"2024-01-10","214 East 25TH Street","3FE","4495","2","1.0","","","","10010","$$","Kips Bay","","Midtown","Centennial Properties","5","20","1930","Yes","Management Company","","Walk up","","","","","","","","","","","","",""
"2024-01-10","214 East 25TH Street","3RW","3595","1","1.0","","","","10010","$$","Kips Bay","","Midtown","Centennial Properties","5","20","1930","Yes","Management Company","","Walk up","","","","","","","","","","","","",""
"2024-03-25","550 West 45th Street","726","3881","0","1.0","0.5","","","10036","$$$","Hell's Kitchen","Midtown","Midtown","Gotham Properties","32","554","2013","Yes","Courtyard","Doorman","Elevator(4)","Gym","Laundry in Building","Live in super","Management Company","","Parking / Garage","Cats Allowed","Dogs Allowed","Roof Deck","","","",""
"2024-03-25","550 West 45th Street","816","4550","1","1.0","","","","10036","$$$","Hell's Kitchen","Midtown","Midtown","Gotham Properties","32","554","2013","Yes","Courtyard","Doorman","Elevator(4)","Gym","Laundry in Building","Live in super","Management Company","","Parking / Garage","Cats Allowed","Dogs Allowed","Roof Deck","","","",""
"2024-03-25","550 West 45th Street","1019","4625","1","1.0","","","","10036","$$$","Hell's Kitchen","Midtown","Midtown","Gotham Properties","32","554","2013","Yes","Courtyard","Doorman","Elevator(4)","Gym","Laundry in Building","Live in super","Management Company","","Parking / Garage","Cats Allowed","Dogs Allowed","Roof Deck","","","",""
"2024-03-25","550 West 45th Street","1611","4695","1","1.0","","","","10036","$$$","Hell's Kitchen","Midtown","Midtown","Gotham Properties","32","554","2013","Yes","Courtyard","Doorman","Elevator(4)","Gym","Laundry in Building","Live in super","Management Company","","Parking / Garage","Cats Allowed","Dogs Allowed","Roof Deck","","","",""
"2024-03-25","550 West 45th Street","2309","4900","1","1.0","","","","10036","$$$","Hell's Kitchen","Midtown","Midtown","Gotham Properties","32","554","2013","Yes","Courtyard","Doorman","Elevator(4)","Gym","Laundry in Building","Live in super","Management Company","","Parking / Garage","Cats Allowed","Dogs Allowed","Roof Deck","","","",""
"2024-03-31","777 Sixth Avenue","9H","5692","1","1.0","","","","10001","$$$$","Chelsea","Midtown","Midtown","Equity Residential","32","293","2000","Yes","Available Short Term","Doorman","Elevator(3)","Gym","Laundry in Building","Live in super","Management Company","","Cats Allowed","Dogs Allowed","","","","","",""
"2024-03-31","777 Sixth Avenue","5J","7487","2","2.0","","","","10001","$$$$","Chelsea","Midtown","Midtown","Equity Residential","32","293","2000","Yes","Available Short Term","Doorman","Elevator(3)","Gym","Laundry in Building","Live in super","Management Company","","Cats Allowed","Dogs Allowed","","","","","",""
"2024-03-31","777 Sixth Avenue","11C","7523","2","2.0","","","","10001","$$$$","Chelsea","Midtown","Midtown","Equity Residential","32","293","2000","Yes","Available Short Term","Doorman","Elevator(3)","Gym","Laundry in Building","Live in super","Management Company","","Cats Allowed","Dogs Allowed","","","","","",""
"2024-03-31","777 Sixth Avenue","20C","7895","2","2.0","","","","10001","$$$$","Chelsea","Midtown","Midtown","Equity Residential","32","293","2000","Yes","Available Short Term","Doorman","Elevator(3)","Gym","Laundry in Building","Live in super","Management Company","","Cats Allowed","Dogs Allowed","","","","","",""
"2024-03-31","105 West 29th Street","35A","4141","0","1.0","","","","10001","$$$$","Chelsea","Midtown","Midtown","Equity Residential","53","302","2008","Yes","Available Short Term","Doorman","Elevator(3)","Gym","Laundry in Building","Live in super","Management Company","","Parking / Garage","Roof Deck","","","","","",""
"2024-03-31","105 West 29th Street","38A","4172","0","1.0","","","","10001","$$$$","Chelsea","Midtown","Midtown","Equity Residential","53","302","2008","Yes","Available Short Term","Doorman","Elevator(3)","Gym","Laundry in Building","Live in super","Management Company","","Parking / Garage","Roof Deck","","","","","",""
"2024-03-31","105 West 29th Street","27L","4227","0","1.0","","","","10001","$$$$","Chelsea","Midtown","Midtown","Equity Residential","53","302","2008","Yes","Available Short Term","Doorman","Elevator(3)","Gym","Laundry in Building","Live in super","Management Company","","Parking / Garage","Roof Deck","","","","","",""
"2024-03-31","105 West 29th Street","29G","4335","0","1.0","","","","10001","$$$$","Chelsea","Midtown","Midtown","Equity Residential","53","302","2008","Yes","Available Short Term","Doorman","Elevator(3)","Gym","Laundry in Building","Live in super","Management Company","","Parking / Garage","Roof Deck","","","","","",""
"2024-03-31","105 West 29th Street","40G","4448","0","1.0","","","","10001","$$$$","Chelsea","Midtown","Midtown","Equity Residential","53","302","2008","Yes","Available Short Term","Doorman","Elevator(3)","Gym","Laundry in Building","Live in super","Management Company","","Parking / Garage","Roof Deck","","","","","",""
"2024-03-31","105 West 29th Street","27G","4489","0","1.0","","","","10001","$$$$","Chelsea","Midtown","Midtown","Equity Residential","53","302","2008","Yes","Available Short Term","Doorman","Elevator(3)","Gym","Laundry in Building","Live in super","Management Company","","Parking / Garage","Roof Deck","","","","","",""
"2024-03-31","105 West 29th Street","35I","5838","1","1.0","","","","10001","$$$$","Chelsea","Midtown","Midtown","Equity Residential","53","302","2008","Yes","Available Short Term","Doorman","Elevator(3)","Gym","Laundry in Building","Live in super","Management Company","","Parking / Garage","Roof Deck","","","","","",""
"2024-03-31","105 West 29th Street","51B","6235","1","1.0","","","","10001","$$$$","Chelsea","Midtown","Midtown","Equity Residential","53","302","2008","Yes","Available Short Term","Doorman","Elevator(3)","Gym","Laundry in Building","Live in super","Management Company","","Parking / Garage","Roof Deck","","","","","",""
"2024-03-31","105 West 29th Street","31C","6294","1","1.0","","","","10001","$$$$","Chelsea","Midtown","Midtown","Equity Residential","53","302","2008","Yes","Available Short Term","Doorman","Elevator(3)","Gym","Laundry in Building","Live in super","Management Company","","Parking / Garage","Roof Deck","","","","","",""
"2024-03-31","105 West 29th Street","29K","6839","1","1.0","","","","10001","$$$$","Chelsea","Midtown","Midtown","Equity Residential","53","302","2008","Yes","Available Short Term","Doorman","Elevator(3)","Gym","Laundry in Building","Live in super","Management Company","","Parking / Garage","Roof Deck","","","","","",""
"2024-03-31","400 West 37th Street","10D","3207","0","1.0","","","","10018","$$$","Hell's Kitchen","Midtown","Midtown","Equity Residential","13","259","2002","Yes","Available Short Term","Doorman","Elevator(2)","Gym","Laundry in Building","Live in super","Management Company","","Parking / Garage","Cats Allowed","Dogs Allowed","","","","",""
"2024-03-31","400 West 37th Street","11D","3277","0","1.0","","","","10018","$$$","Hell's Kitchen","Midtown","Midtown","Equity Residential","13","259","2002","Yes","Available Short Term","Doorman","Elevator(2)","Gym","Laundry in Building","Live in super","Management Company","","Parking / Garage","Cats Allowed","Dogs Allowed","","","","",""
"2024-03-31","400 West 37th Street","14D","3303","0","1.0","","","","10018","$$$","Hell's Kitchen","Midtown","Midtown","Equity Residential","13","259","2002","Yes","Available Short Term","Doorman","Elevator(2)","Gym","Laundry in Building","Live in super","Management Company","","Parking / Garage","Cats Allowed","Dogs Allowed","","","","",""
"2024-03-31","400 West 37th Street","8U","3336","0","1.0","","","","10018","$$$","Hell's Kitchen","Midtown","Midtown","Equity Residential","13","259","2002","Yes","Available Short Term","Doorman","Elevator(2)","Gym","Laundry in Building","Live in super","Management Company","","Parking / Garage","Cats Allowed","Dogs Allowed","","","","",""
"2024-03-31","400 West 37th Street","3D","3417","0","1.0","","","","10018","$$$","Hell's Kitchen","Midtown","Midtown","Equity Residential","13","259","2002","Yes","Available Short Term","Doorman","Elevator(2)","Gym","Laundry in Building","Live in super","Management Company","","Parking / Garage","Cats Allowed","Dogs Allowed","","","","",""
